date,station,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,pressure_hpa
2025-01-03,Malanville,27.1,54.9,0.0,2.3,1017.6
2025-01-04,Cotonou,27.0,87.6,0.9,2.4,1013.5
2025-01-04,Porto-Novo,26.2,83.6,0.0,3.7,1016.7
2025-01-04,Ouidah,29.0,80.0,0.0,2.4,1013.6
2025-01-04,Abomey-Calavi,26.0,86.4,0.0,2.9,1009.6
2025-01-04,Bohicon,26.5,67.4,0.0,1.7,1017.6
2025-01-04,Abomey,25.8,76.3,0.0,1.8,1015.0
2025-01-04,Parakou,25.6,78.4,0.0,3.1,1012.6
2025-01-04,Natitingou,29.4,68.0,0.0,3.8,1014.5
2025-01-04,Kandi,27.3,55.6,0.0,2.8,1017.1
2025-01-04,Malanville,29.1,56.8,0.0,2.7,1019.0
2025-01-05,Cotonou,25.4,85.5,0.0,3.7,1012.8
2025-01-05,Porto-Novo,26.5,80.2,0.0,3.5,1012.6
2025-01-05,Ouidah,24.3,82.8,0.5,2.3,1016.2
2025-01-05,Abomey-Calavi,29.8,84.8,0.0,2.7,1012.3
2025-01-05,Bohicon,25.1,81.7,0.0,3.4,1011.4
2025-01-05,Abomey,24.8,67.2,0.0,2.8,1015.5
2025-01-05,Parakou,25.3,66.2,0.0,2.0,1013.8
2025-01-05,Natitingou,23.3,58.6,2.3,4.6,1015.3
2025-01-05,Kandi,27.7,59.5,0.0,3.9,1013.1
2025-01-05,Malanville,28.8,51.7,0.0,3.4,1012.1
2025-01-06,Cotonou,23.7,74.4,0.0,4.1,1013.1
2025-01-06,Porto-Novo,26.0,89.9,0.0,2.9,1014.0
2025-01-06,Ouidah,28.0,88.9,0.0,1.8,1011.0
2025-01-06,Abomey-Calavi,27.5,88.7,0.0,1.0,1013.3
2025-01-06,Bohicon,26.4,72.1,0.0,2.4,1014.1
2025-01-06,Abomey,26.1,65.9,0.0,2.3,1011.3
2025-01-06,Parakou,25.5,67.2,2.8,1.5,1016.2
2025-01-06,Natitingou,22.8,63.5,0.0,2.5,1018.6
2025-01-06,Kandi,25.4,64.8,0.0,1.5,1014.9
2025-01-06,Malanville,28.5,56.9,0.0,1.4,1014.2
2025-01-07,Cotonou,26.3,92.9,0.0,2.2,1014.6
2025-01-07,Porto-Novo,24.0,90.9,0.0,2.8,1016.8
2025-01-07,Ouidah,25.5,90.8,0.0,1.8,1013.3
2025-01-07,Abomey-Calavi,26.3,88.7,0.0,1.5,1014.0
2025-01-07,Bohicon,24.7,70.8,0.0,3.6,1015.3
2025-01-07,Abomey,26.0,68.1,0.0,3.6,1013.5
2025-01-07,Parakou,27.7,55.5,0.0,3.7,1015.7
2025-01-07,Natitingou,24.1,64.9,0.0,2.1,1015.3
2025-01-07,Kandi,27.6,50.4,0.0,3.1,1012.8
2025-01-07,Malanville,26.9,49.9,0.0,3.4,1015.0
2025-01-08,Cotonou,26.9,89.3,0.0,2.4,1012.7
2025-01-08,Porto-Novo,24.6,81.5,0.0,2.8,1012.2
2025-01-08,Ouidah,27.7,89.4,0.0,1.8,1012.2
2025-01-08,Abomey-Calavi,28.3,78.3,2.0,3.5,1011.7
2025-01-08,Bohicon,27.7,69.8,0.0,2.4,1013.8
2025-01-08,Abomey,25.6,77.9,0.0,1.9,1012.0
2025-01-08,Parakou,24.8,68.0,0.0,3.5,1012.4
2025-01-08,Natitingou,24.7,63.6,0.0,1.8,1013.9
2025-01-08,Kandi,27.9,50.2,0.0,2.7,1016.3
2025-01-08,Malanville,29.0,55.3,0.0,3.0,1014.4
2025-01-09,Cotonou,25.3,87.3,0.0,2.6,1010.4
2025-01-09,Porto-Novo,26.8,90.0,1.4,1.4,1011.9
2025-01-09,Ouidah,27.0,90.5,1.1,3.2,1011.1
2025-01-09,Abomey-Calavi,27.6,74.6,0.0,1.1,1009.9
2025-01-09,Bohicon,27.7,69.3,0.0,1.1,1013.7
2025-01-09,Abomey,23.1,69.5,0.0,1.8,1014.3
2025-01-09,Parakou,25.8,73.8,0.0,1.6,1014.2
2025-01-09,Natitingou,24.4,63.6,0.0,2.2,1017.2
2025-01-09,Kandi,26.2,57.0,0.0,2.3,1011.6
2025-01-09,Malanville,29.3,56.7,0.0,2.4,1015.8
2025-01-10,Cotonou,24.3,88.8,0.0,2.4,1008.7
2025-01-10,Porto-Novo,26.9,77.7,0.5,3.6,1015.3
2025-01-10,Ouidah,26.3,84.5,0.0,1.9,1013.3
2025-01-10,Abomey-Calavi,27.9,80.5,0.0,2.6,1012.0
2025-01-10,Bohicon,24.9,76.4,2.2,3.1,1014.2
2025-01-10,Abomey,25.7,72.1,0.0,2.9,1015.9
2025-01-10,Parakou,27.1,68.1,0.0,2.0,1017.9
2025-01-10,Natitingou,22.8,67.3,0.0,2.2,1016.2
2025-01-10,Kandi,28.7,58.3,0.0,2.0,1017.4
2025-01-10,Malanville,28.4,47.4,0.0,3.3,1014.6
2025-01-11,Cotonou,27.8,83.8,0.9,2.1,1011.6
2025-01-11,Porto-Novo,24.5,85.9,0.0,3.5,1016.2
2025-01-11,Ouidah,28.4,86.8,1.3,2.0,1008.0
2025-01-11,Abomey-Calavi,25.2,86.3,0.9,1.6,1013.5
2025-01-11,Bohicon,23.5,71.4,0.0,2.2,1014.2
2025-01-11,Abomey,24.7,68.1,0.0,2.6,1011.7
2025-01-11,Parakou,28.1,67.5,0.0,2.3,1011.9
2025-01-11,Natitingou,22.5,60.1,0.0,1.5,1017.0
2025-01-11,Kandi,26.8,59.7,0.0,1.8,1011.5
2025-01-11,Malanville,28.9,53.4,0.0,4.2,1018.9
2025-01-12,Cotonou,28.5,83.6,0.0,3.6,1012.4
2025-01-12,Porto-Novo,27.1,84.3,0.0,2.3,1013.7
2025-01-12,Ouidah,25.5,90.1,0.0,2.0,1018.3
2025-01-12,Abomey-Calavi,27.2,88.2,0.0,3.1,1013.0
2025-01-12,Bohicon,24.1,69.9,0.0,1.8,1015.1
2025-01-12,Abomey,26.6,70.9,0.0,1.8,1011.3
2025-01-12,Parakou,26.1,59.0,0.0,3.1,1014.1
2025-01-12,Natitingou,23.5,61.4,0.0,2.6,1017.3
2025-01-12,Kandi,28.2,57.6,0.0,2.2,1011.3
2025-01-12,Malanville,28.3,60.4,0.0,2.7,1016.1
2025-01-13,Cotonou,27.6,83.7,2.5,2.6,1018.6
2025-01-13,Porto-Novo,24.8,79.8,2.6,2.1,1010.8
2025-01-13,Ouidah,26.1,81.3,1.8,1.5,1013.5
2025-01-13,Abomey-Calavi,26.6,82.4,0.0,2.9,1013.3
2025-01-13,Bohicon,25.2,71.7,0.0,3.3,1016.3
2025-01-13,Abomey,24.1,66.8,0.0,1.6,1013.6
2025-01-13,Parakou,23.3,69.8,0.0,2.2,1017.4
2025-01-13,Natitingou,22.8,56.1,0.0,2.4,1016.7
2025-01-13,Kandi,26.6,54.8,0.0,2.7,1014.8
2025-01-13,Malanville,26.3,56.4,0.0,3.0,1018.4
2025-01-14,Cotonou,26.6,77.9,0.0,4.0,1011.0
2025-01-14,Porto-Novo,25.4,77.0,0.0,1.9,1014.3
2025-01-14,Ouidah,24.9,75.5,0.0,3.1,1013.5
2025-01-14,Abomey-Calavi,26.3,89.0,0.0,2.5,1013.9
2025-01-14,Bohicon,25.5,66.0,0.0,1.6,1013.7
2025-01-14,Abomey,26.4,72.9,0.0,2.1,1015.4
2025-01-14,Parakou,28.9,73.1,0.0,1.0,1012.1
2025-01-14,Natitingou,26.7,61.2,0.0,3.4,1016.2
2025-01-14,Kandi,25.1,58.5,0.0,3.0,1017.4
2025-01-14,Malanville,27.0,49.8,0.4,3.4,1016.2
2025-01-15,Cotonou,26.1,81.7,0.0,2.3,1013.8
2025-01-15,Porto-Novo,25.3,77.9,0.0,2.8,1015.2
2025-01-15,Ouidah,26.5,69.3,0.0,2.6,1010.7
2025-01-15,Abomey-Calavi,26.7,82.9,0.0,3.2,1010.2
2025-01-15,Bohicon,24.6,74.9,0.0,3.3,1010.6
2025-01-15,Abomey,26.9,81.8,0.0,3.7,1014.0
2025-01-15,Parakou,26.7,60.1,0.6,3.2,1013.2
2025-01-15,Natitingou,26.6,67.5,0.0,2.1,1012.6
2025-01-15,Kandi,26.7,66.5,0.0,2.7,1017.5
2025-01-15,Malanville,25.8,61.7,0.0,3.9,1011.9
2025-01-16,Cotonou,26.7,91.7,0.0,3.6,1011.6
2025-01-16,Porto-Novo,27.4,78.3,0.0,0.5,1008.8
2025-01-16,Ouidah,26.0,84.2,0.0,2.3,1015.2
2025-01-16,Abomey-Calavi,25.7,79.5,0.0,3.0,1015.9
2025-01-16,Bohicon,25.4,71.4,0.0,3.6,1014.7
2025-01-16,Abomey,25.4,63.2,0.0,1.7,1010.4
2025-01-16,Parakou,27.6,65.3,0.2,2.6,1016.2
2025-01-16,Natitingou,23.6,55.6,0.0,2.1,1012.5
2025-01-16,Kandi,28.2,60.2,0.0,3.3,1012.9
2025-01-16,Malanville,30.0,48.3,0.0,1.8,1016.3
2025-01-17,Cotonou,26.1,79.7,0.0,3.9,1013.1
2025-01-17,Porto-Novo,26.7,88.3,0.0,3.1,1016.6
2025-01-17,Ouidah,26.8,81.8,0.0,2.9,1014.5
2025-01-17,Abomey-Calavi,26.1,77.2,0.1,2.4,1014.8
2025-01-17,Bohicon,27.4,77.8,0.0,2.6,1012.4
2025-01-17,Abomey,28.7,76.7,0.0,2.5,1018.7
2025-01-17,Parakou,26.9,70.3,0.0,2.6,1014.8
2025-01-17,Natitingou,25.7,50.8,0.0,2.7,1017.2
2025-01-17,Kandi,26.1,62.4,0.0,2.2,1015.4
2025-01-17,Malanville,28.7,51.2,0.0,2.4,1015.0
2025-01-18,Cotonou,25.5,80.0,0.0,2.3,1018.5
2025-01-18,Porto-Novo,26.4,78.5,0.0,2.2,1009.6
2025-01-18,Ouidah,28.7,85.9,0.0,3.2,1011.8
2025-01-18,Abomey-Calavi,27.8,74.3,0.0,1.9,1010.4
2025-01-18,Bohicon,25.4,65.6,0.0,3.0,1011.0
2025-01-18,Abomey,27.9,67.7,0.0,1.5,1014.9
2025-01-18,Parakou,25.9,63.7,0.0,2.6,1013.1
2025-01-18,Natitingou,25.9,65.4,0.0,0.8,1014.2
2025-01-18,Kandi,27.7,53.5,0.0,1.4,1015.1
2025-01-18,Malanville,28.2,49.3,0.0,3.3,1014.6
2025-01-19,Cotonou,29.9,80.7,0.0,4.7,1011.9
2025-01-19,Porto-Novo,27.5,77.2,0.0,3.5,1013.2
2025-01-19,Ouidah,24.9,85.8,0.0,1.7,1010.8
2025-01-19,Abomey-Calavi,27.8,79.8,0.0,4.0,1013.4
2025-01-19,Bohicon,23.5,68.5,0.0,3.7,1015.2
2025-01-19,Abomey,27.2,69.4,0.0,3.5,1017.9
2025-01-19,Parakou,25.5,71.2,1.3,2.3,1012.7
2025-01-19,Natitingou,22.7,65.6,0.0,2.0,1016.4
2025-01-19,Kandi,28.4,61.4,0.0,3.2,1015.2
2025-01-19,Malanville,28.1,50.0,0.0,3.4,1015.4
2025-01-20,Cotonou,26.7,80.2,0.0,2.1,1011.2
2025-01-20,Porto-Novo,28.1,82.6,0.0,3.0,1009.8
2025-01-20,Ouidah,27.5,79.4,0.5,2.8,1013.9
2025-01-20,Abomey-Calavi,26.8,79.9,0.0,2.7,1014.2
2025-01-20,Bohicon,27.3,69.4,0.0,2.5,1013.5
2025-01-20,Abomey,26.7,69.5,1.1,2.8,1014.2
2025-01-20,Parakou,26.1,66.5,0.0,2.1,1014.7
2025-01-20,Natitingou,25.2,60.3,0.0,1.4,1011.3
2025-01-20,Kandi,27.6,54.2,0.0,2.7,1015.2
2025-01-20,Malanville,28.1,55.7,0.0,1.5,1009.3
2025-01-21,Cotonou,28.2,87.8,0.0,3.2,1011.6
2025-01-21,Porto-Novo,25.6,83.2,1.3,3.2,1013.6
2025-01-21,Ouidah,25.8,78.9,0.0,3.6,1012.7
2025-01-21,Abomey-Calavi,25.4,82.5,0.8,1.3,1013.1
2025-01-21,Bohicon,24.3,73.7,0.0,3.2,1012.3
2025-01-21,Abomey,27.6,69.6,0.0,2.5,1012.7
2025-01-21,Parakou,24.9,72.0,3.5,2.9,1014.9
2025-01-21,Natitingou,24.6,51.4,0.0,1.5,1013.6
2025-01-21,Kandi,26.9,58.8,0.0,2.1,1011.4
2025-01-21,Malanville,29.8,47.6,0.0,2.4,1013.6
2025-01-22,Cotonou,26.5,80.8,0.0,2.9,1013.6
2025-01-22,Porto-Novo,27.9,77.5,0.0,1.6,1011.1
2025-01-22,Ouidah,29.1,72.2,0.0,2.0,1010.7
2025-01-22,Abomey-Calavi,30.5,82.3,0.0,2.5,1014.0
2025-01-22,Bohicon,26.2,68.3,0.0,3.9,1013.7
2025-01-22,Abomey,25.0,69.4,0.0,2.3,1013.3
2025-01-22,Parakou,26.1,62.0,0.0,2.2,1016.1
2025-01-22,Natitingou,24.4,51.9,0.0,2.5,1015.4
2025-01-22,Kandi,28.4,62.2,0.0,2.5,1017.8
2025-01-22,Malanville,26.8,53.9,0.0,2.9,1013.7
2025-01-23,Cotonou,26.3,84.1,0.0,1.9,1012.8
2025-01-23,Porto-Novo,28.5,82.7,0.0,3.3,1012.9
2025-01-23,Ouidah,27.2,86.0,0.0,2.8,1013.0
2025-01-23,Abomey-Calavi,27.3,77.2,0.0,2.4,1010.2
2025-01-23,Bohicon,27.8,64.5,1.4,2.3,1017.4
2025-01-23,Abomey,25.0,65.5,0.0,2.0,1012.8
2025-01-23,Parakou,26.5,69.7,0.0,2.7,1011.3
2025-01-23,Natitingou,23.0,62.2,0.0,2.2,1015.2
2025-01-23,Kandi,29.2,51.4,0.0,2.6,1013.5
2025-01-23,Malanville,29.4,56.3,0.0,3.6,1010.0
2025-01-24,Cotonou,27.2,77.5,0.0,3.8,1013.2
2025-01-24,Porto-Novo,26.2,83.2,0.0,3.1,1013.0
2025-01-24,Ouidah,25.0,87.0,0.0,3.9,1012.8
2025-01-24,Abomey-Calavi,25.0,69.5,0.0,3.1,1010.6
2025-01-24,Bohicon,25.1,76.8,0.0,1.8,1015.7
2025-01-24,Abomey,27.0,69.9,2.0,2.1,1016.0
2025-01-24,Parakou,28.6,68.5,2.6,1.6,1011.9
2025-01-24,Natitingou,24.8,51.9,0.0,1.9,1011.2
2025-01-24,Kandi,28.2,53.7,0.0,2.2,1015.0
2025-01-24,Malanville,28.8,61.8,0.0,3.8,1014.1
2025-01-25,Cotonou,25.8,83.9,0.0,3.4,1010.0
2025-01-25,Porto-Novo,27.8,83.7,0.0,3.3,1011.1
2025-01-25,Ouidah,27.8,75.9,0.0,2.1,1013.6
2025-01-25,Abomey-Calavi,27.6,78.3,0.0,2.1,1009.9
2025-01-25,Bohicon,24.1,75.3,0.0,2.1,1014.8
2025-01-25,Abomey,27.4,78.7,0.0,2.2,1009.4
2025-01-25,Parakou,24.3,63.3,0.0,3.2,1015.6
2025-01-25,Natitingou,23.0,64.0,0.0,1.3,1011.9
2025-01-25,Kandi,27.1,51.9,0.0,3.0,1015.1
2025-01-25,Malanville,29.3,58.6,0.0,2.6,1015.3
2025-01-26,Cotonou,27.8,83.3,0.0,2.6,1014.8
2025-01-26,Porto-Novo,24.7,85.4,0.0,2.9,1014.2
2025-01-26,Ouidah,28.1,88.0,0.0,3.9,1013.1
2025-01-26,Abomey-Calavi,26.6,75.3,0.0,2.9,1012.7
2025-01-26,Bohicon,28.1,70.2,0.0,3.6,1011.6
2025-01-26,Abomey,26.2,73.0,0.0,1.7,1010.1
2025-01-26,Parakou,28.7,70.6,0.0,2.5,1012.3
2025-01-26,Natitingou,26.1,69.0,0.0,2.0,1016.0
2025-01-26,Kandi,28.2,49.6,0.0,1.6,1017.9
2025-01-26,Malanville,30.0,55.5,0.0,2.4,1014.0
2025-01-27,Cotonou,30.5,85.1,0.0,3.5,1012.9
2025-01-27,Porto-Novo,28.8,80.2,1.9,2.9,1019.8
2025-01-27,Ouidah,26.9,83.8,0.0,3.4,1009.9
2025-01-27,Abomey-Calavi,27.6,77.3,0.0,3.1,1009.6
2025-01-27,Bohicon,28.1,77.9,0.0,2.8,1013.5
2025-01-27,Abomey,26.4,80.4,0.0,2.3,1011.0
2025-01-27,Parakou,27.1,67.6,0.0,3.3,1014.9
2025-01-27,Natitingou,25.4,54.6,2.1,1.8,1013.3
2025-01-27,Kandi,27.4,59.2,0.0,3.3,1014.6
2025-01-27,Malanville,29.9,51.8,0.0,2.7,1017.1
2025-01-28,Cotonou,28.2,66.9,0.0,2.8,1010.5
2025-01-28,Porto-Novo,28.3,71.6,0.0,1.2,1016.6
2025-01-28,Ouidah,27.4,78.3,0.0,3.8,1013.1
2025-01-28,Abomey-Calavi,25.2,79.1,0.0,2.8,1013.0
2025-01-28,Bohicon,25.9,72.8,0.0,1.7,1010.7
2025-01-28,Abomey,24.6,78.8,0.0,2.9,1013.4
2025-01-28,Parakou,26.7,65.3,0.0,2.8,1007.6
2025-01-28,Natitingou,24.6,56.1,0.0,2.2,1015.7
2025-01-28,Kandi,28.7,57.7,0.0,1.3,1015.9
2025-01-28,Malanville,29.4,59.2,0.0,2.2,1010.1
2025-01-29,Cotonou,30.0,75.8,0.0,2.9,1008.5
2025-01-29,Porto-Novo,27.0,80.4,0.0,2.4,1013.9
2025-01-29,Ouidah,25.6,81.8,0.0,3.1,1011.6
2025-01-29,Abomey-Calavi,29.3,72.9,0.0,3.1,1016.8
2025-01-29,Bohicon,27.5,61.1,0.0,4.5,1018.7
2025-01-29,Abomey,26.1,77.1,0.0,2.9,1014.6
2025-01-29,Parakou,24.3,67.4,0.0,2.5,1014.3
2025-01-29,Natitingou,24.6,67.6,0.0,2.8,1012.8
2025-01-29,Kandi,28.7,49.8,0.0,2.1,1011.8
2025-01-29,Malanville,30.2,47.2,0.0,2.5,1013.6
2025-01-30,Cotonou,26.7,87.8,0.0,3.7,1010.2
2025-01-30,Porto-Novo,28.5,80.3,0.0,3.3,1014.5
2025-01-30,Ouidah,27.2,87.6,1.0,1.4,1014.0
2025-01-30,Abomey-Calavi,27.0,80.3,0.0,3.0,1010.9
2025-01-30,Bohicon,26.4,73.1,0.0,3.6,1010.7
2025-01-30,Abomey,25.8,59.5,0.0,2.6,1011.0
2025-01-30,Parakou,27.0,66.9,0.0,2.7,1013.7
2025-01-30,Natitingou,23.8,58.0,0.0,1.4,1013.9
2025-01-30,Kandi,28.6,57.8,0.0,2.6,1011.7
2025-01-30,Malanville,28.9,43.4,2.2,2.8,1013.7
2025-01-31,Cotonou,26.4,87.8,0.0,2.1,1014.7
2025-01-31,Porto-Novo,30.7,70.5,3.4,3.0,1013.7
2025-01-31,Ouidah,26.3,89.6,0.0,4.2,1010.8
2025-01-31,Abomey-Calavi,28.2,76.4,0.0,2.3,1012.1
2025-01-31,Bohicon,26.2,77.3,0.0,3.3,1017.9
2025-01-31,Abomey,27.7,76.5,0.0,1.4,1010.9
2025-01-31,Parakou,24.0,60.9,2.9,2.9,1012.0
2025-01-31,Natitingou,23.1,53.3,0.0,2.8,1013.6
2025-01-31,Kandi,26.7,61.0,0.0,2.5,1013.6
2025-01-31,Malanville,27.5,54.1,0.0,3.0,1013.1
2025-02-01,Cotonou,27.7,78.0,0.0,2.6,1011.9
2025-02-01,Porto-Novo,24.6,83.0,0.0,2.7,1010.8
2025-02-01,Ouidah,26.8,78.5,0.0,2.9,1014.0
2025-02-01,Abomey-Calavi,28.3,74.2,0.0,3.3,1013.3
2025-02-01,Bohicon,26.2,68.3,0.0,3.3,1013.5
2025-02-01,Abomey,25.0,64.5,0.0,2.4,1018.8
2025-02-01,Parakou,26.9,51.4,0.0,2.6,1013.7
2025-02-01,Natitingou,25.5,49.1,0.0,2.4,1012.1
2025-02-01,Kandi,27.9,58.4,0.0,2.1,1013.8
2025-02-01,Malanville,26.2,49.0,0.0,3.5,1015.5
2025-02-02,Cotonou,29.3,86.6,0.0,3.3,1011.1
2025-02-02,Porto-Novo,31.6,79.2,0.0,2.4,1009.5
2025-02-02,Ouidah,28.9,76.0,0.0,4.2,1013.3
2025-02-02,Abomey-Calavi,29.2,77.8,1.7,1.9,1012.8
2025-02-02,Bohicon,25.5,67.6,0.0,2.2,1012.4
2025-02-02,Abomey,28.9,69.8,0.0,1.8,1017.0
2025-02-02,Parakou,24.3,62.7,0.0,2.9,1012.2
2025-02-02,Natitingou,23.3,46.9,0.0,2.7,1011.4
2025-02-02,Kandi,27.5,54.2,0.0,3.9,1013.5
2025-02-02,Malanville,28.9,45.8,0.0,2.6,1013.8
2025-02-03,Cotonou,26.3,76.1,0.0,3.6,1014.9
2025-02-03,Porto-Novo,30.8,82.6,3.4,2.8,1011.7
2025-02-03,Ouidah,26.0,83.9,0.0,1.3,1012.4
2025-02-03,Abomey-Calavi,27.2,81.4,0.0,3.0,1011.0
2025-02-03,Bohicon,25.4,70.0,0.0,2.9,1012.1
2025-02-03,Abomey,27.8,71.3,0.0,1.3,1012.4
2025-02-03,Parakou,24.7,65.5,0.0,3.1,1015.0
2025-02-03,Natitingou,28.9,58.0,0.0,2.9,1014.2
2025-02-03,Kandi,26.5,48.4,0.0,4.1,1014.1
2025-02-03,Malanville,29.4,50.0,0.0,2.3,1016.8
2025-02-04,Cotonou,24.5,82.5,0.0,2.4,1011.8
2025-02-04,Porto-Novo,26.2,76.5,0.0,2.9,1013.4
2025-02-04,Ouidah,29.1,89.1,1.0,2.4,1011.6
2025-02-04,Abomey-Calavi,26.9,73.7,0.0,3.3,1013.1
2025-02-04,Bohicon,26.8,68.8,0.0,3.4,1013.3
2025-02-04,Abomey,28.0,67.9,0.0,3.0,1011.7
2025-02-04,Parakou,27.6,76.3,0.0,1.7,1010.2
2025-02-04,Natitingou,26.7,62.6,0.0,2.1,1009.7
2025-02-04,Kandi,28.4,53.5,0.0,3.4,1018.7
2025-02-04,Malanville,30.1,52.0,0.0,4.6,1012.3
2025-02-05,Cotonou,30.3,76.4,1.3,2.8,1010.8
2025-02-05,Porto-Novo,31.6,74.4,0.0,2.5,1014.0
2025-02-05,Ouidah,26.2,82.8,2.7,2.8,1013.8
2025-02-05,Abomey-Calavi,27.5,70.2,0.0,2.7,1011.0
2025-02-05,Bohicon,28.8,62.6,0.0,2.2,1013.1
2025-02-05,Abomey,26.3,67.2,1.0,2.9,1013.8
2025-02-05,Parakou,28.9,68.0,0.0,2.5,1017.2
2025-02-05,Natitingou,25.4,58.3,0.7,1.7,1016.2
2025-02-05,Kandi,29.4,50.2,0.0,3.9,1017.5
2025-02-05,Malanville,28.2,58.6,0.0,3.2,1015.4
2025-02-06,Cotonou,27.7,74.0,0.0,2.2,1011.4
2025-02-06,Porto-Novo,25.5,78.1,0.0,2.8,1016.2
2025-02-06,Ouidah,27.9,80.4,0.0,2.8,1011.5
2025-02-06,Abomey-Calavi,27.3,78.2,0.0,1.7,1012.2
2025-02-06,Bohicon,27.7,74.5,0.0,2.9,1014.2
2025-02-06,Abomey,26.2,68.8,0.0,2.7,1011.1
2025-02-06,Parakou,25.0,63.4,0.1,2.9,1010.8
2025-02-06,Natitingou,26.8,58.7,0.2,4.4,1017.4
2025-02-06,Kandi,28.2,54.1,0.0,3.5,1014.6
2025-02-06,Malanville,29.0,43.4,0.0,2.5,1012.6
2025-02-07,Cotonou,29.2,80.5,0.0,3.5,1011.0
2025-02-07,Porto-Novo,26.7,73.0,0.0,2.4,1010.8
2025-02-07,Ouidah,28.2,87.3,0.0,2.8,1010.8
2025-02-07,Abomey-Calavi,28.1,78.8,0.0,2.2,1009.8
2025-02-07,Bohicon,24.4,68.9,0.0,2.2,1014.6
2025-02-07,Abomey,28.9,66.7,1.8,1.8,1013.7
2025-02-07,Parakou,26.4,64.4,1.7,2.6,1013.3
2025-02-07,Natitingou,25.2,53.7,0.0,2.6,1019.0
2025-02-07,Kandi,29.3,56.8,0.0,3.2,1010.9
2025-02-07,Malanville,28.0,57.9,0.0,2.7,1016.1
2025-02-08,Cotonou,29.1,86.4,0.0,2.9,1012.9
2025-02-08,Porto-Novo,30.3,76.4,0.0,2.2,1010.8
2025-02-08,Ouidah,23.8,82.0,0.0,2.3,1008.9
2025-02-08,Abomey-Calavi,27.2,83.4,0.5,3.5,1013.3
2025-02-08,Bohicon,26.1,68.3,0.0,1.3,1007.8
2025-02-08,Abomey,25.4,67.1,0.0,2.3,1014.3
2025-02-08,Parakou,28.5,72.2,0.5,2.9,1015.6
2025-02-08,Natitingou,24.4,52.6,0.0,2.8,1018.1
2025-02-08,Kandi,27.5,48.3,0.0,3.2,1012.7
2025-02-08,Malanville,29.1,51.4,0.0,3.3,1014.1
2025-02-09,Cotonou,29.4,80.5,0.0,2.6,1011.2
2025-02-09,Porto-Novo,29.2,76.3,0.0,2.1,1014.3
2025-02-09,Ouidah,26.9,84.6,0.0,2.5,1012.3
2025-02-09,Abomey-Calavi,29.4,77.9,0.0,3.2,1011.1
2025-02-09,Bohicon,25.5,73.9,0.0,2.9,1014.5
2025-02-09,Abomey,28.5,66.9,0.0,2.8,1014.9
2025-02-09,Parakou,24.7,70.0,0.0,2.1,1011.2
2025-02-09,Natitingou,25.2,67.8,0.0,1.8,1012.6
2025-02-09,Kandi,29.1,62.3,0.0,2.6,1011.6
2025-02-09,Malanville,30.4,48.4,0.0,3.1,1014.5
2025-02-10,Cotonou,29.8,70.5,0.0,3.0,1009.8
2025-02-10,Porto-Novo,28.2,76.4,0.0,3.6,1012.5
2025-02-10,Ouidah,26.2,86.4,0.0,2.3,1010.6
2025-02-10,Abomey-Calavi,27.7,78.5,0.0,3.5,1012.4
2025-02-10,Bohicon,26.5,84.0,2.3,1.6,1014.0
2025-02-10,Abomey,26.5,71.8,0.0,2.7,1009.3
